	comentario_texto	toxic
39034	Debido a que la Iglesia Episcopal Escocesa es parte de la Comunión Anglicana y, por lo tanto, del Anglicanismo, muchos asumen que es un distrito escocés en Gran Bretaña ... o algo así.	0
49488	!!!!!! ADVERTENCIA !!!!!! Eres un idiota. Ni siquiera calificas como un imbécil, eres simplemente un imbécil. mwalla	1
11867	final del material citado.	0
80857	"""Si su """"trabajo duro"""" es plagiar información del sitio web de Lenoir City, entonces no pertenece aquí."""	0
11550	== Su FFU == ¡Hola, y gracias por su solicitud en Archivos para cargar! El archivo se ha subido. Saludos, Hablar	0
32645	Le enviaré un ping en la página de discusión de la plantilla. Alguien más ha hecho la misma pregunta. escocés	0
8934	Inexactitud histórica Algunas personas miopes están a punto de eliminar esa categoría.	0
43591	Hola, con respecto a esto, solo te hago saber que te dejé una respuesta en Wikipedia: Help_desk # Clearing_Sandbox. Espero que eso te ayude, si no, ¡avísame! Muchas gracias) Tally-ho!	0
28060	Información falsa El artículo está lleno de información histórica falsa, nombres en disputa, partes sin fuentes y términos nunca verificados sobre la guerra en Bosnia.	0
31820	¡Whaam! ediciones ¡Deje de editar Whaam! sin consenso. No quiero que este WP: FAC falle debido a que no es estable. (T / C / WP: CUATRO / WP: CHICAGO / WP: WAWARD)	0
79305	""":: Rob984 tiene razón. Mejor sin palabra de """"miembro"""". (es-2)"""	0
42229	crecer, conseguir una vida	0
17092	ANI noto de nuevo el azul caspio	0
58795	Goodwin es un caminante maravilloso. 71.120.128.212 71.120.128.212	0
92030	: Probablemente algún niño aburrido cambiándolo por su nombre o el nombre de su amigo. Este tipo de cosas suceden todo el tiempo aquí, ¡van con el territorio! ...	0
72300	Según este blog, puede ser Nueva Zelanda v Australia, segunda prueba en Eden Park, 1976/77, con Peter Petherick en huelga y Ewen Chatfield en el otro extremo. (Hablar)	0
96457	Y estoy seguro de que les encanta que les arrojen ácido en la cara y que los violen en manada por orden de los tribunales islámicos.	1
72488	== Eliminación de vandalismo ==: ¡No hay problema!	0
71500	Todavía no estoy familiarizado con todas las características de Twinkle, así que tuve que experimentar. Pido disculpas por la sobrecarga de mensajes.	0
36153	Podrías usar algunas citas orientales en tu página principal. Prueba Lao Tzu, Confuscious, Yamamoto Tsunetomo, Tien Tai, Tokugawa Ieyasu, Admiral Yamamoto Tsunetomo, proverbios, etc.	0
3058	De todos modos, el punto es que esto realmente no pertenece a este artículo. QUIZÁS en el propio artículo de Ron Paul ... que Rachel y los de su calaña están alardeando sobre este asunto, como si realmente importara. Saludos.	0
21971	==== ¿Enlace a una fuente donde esta imagen se publica como GFDL? El enlace proporcionado no dice nada sobre el estado de los derechos de autor del logotipo.	0
33022	Yo diría que la granja de animales es más un ataque contra el totalitarismo que un ataque contra el comunismo, al menos así es como siempre lo tomé.	0
19620	Wikipedia tampoco es una tribuna.	0
15826	:Hecho. Sin embargo, puede necesitar un formato diferente.	0
73940	Después de una solicitud del Sr. Chess, también he subido la foto del puente a Commons. ¡Tómate una cerveza! (¡Hablar!)	0
59919	Dios mío, eres una perra. ► '' '¡Holla!	1
25224	Comportamiento descortés del usuario: BilCat y el usuario: Dave1185 | WP: WQA	0
11490	de 0Waldo ¿Por qué acabas de revertir mi enlace? Por favor devuélvalo.	0
88977	:: De hecho, pregunté en Universe Today y obtuve algunos consejos útiles. Así que todo va bien. ¿Como estuvo tu viaje?	0
560	De todos modos, ¡feliz edición!	0
27002	Ambos son pequeños maricones sin vida, así que tal vez ambos deberían encontrarse y chuparse pollas durante toda la noche y tal vez solo tal vez ambos se casen en masa.	1
68157	Kejriwal Por favor, puede leer la página de discusión y hacer lo que se le pidió, es decir: hacer propuestas allí. Gracias. -	0
53450	BoA Hola Rich, me preguntaba si podrías responder algunas preguntas mías con respecto al Libro de Abraham. Parece tener algunos antecedentes con respecto al tema. ¡Hágamelo saber! 63.226.104.225	0
27204	ДА ОН ПИДОР НЕСЧАСТНЫЙ!	0
63659	¡Tiene todo el derecho a tomarse una simple caricatura demasiado en serio!	0
41400	"""(con """"meteorólogo de transmisión"""" como segundo cercano)"""	0
60793	De hecho, era para el de Adelaide. Perdón por la confusion, .	0
92042	Charla REDIRECT: Vermilion (distrito electoral provincial)	0
9398	d15b8 - ¿sabes algo al respecto? Querido imbécil, ¿por qué no puedes dejarme a mí, y a mis ediciones del motor D15B8, en paz?	0
37625	¿QUIÉN ES ESTE KUMWAT? ¡Mira, por favor, detente! Y quién es Kum Wat ... ¡espero que no sea yo!	0
55215	gracias amigo, lo agregaré directamente a la entrada de TC Boyle en wikipedia solo para mostrar que no hay sentimientos durosz BD	0
13188	¿Qué edición disruptiva? Publiqué MATERIAL FACTUAL !!!! Controle la realidad. Si tienes una prueba de Dios, muéstramelo. Levántate o cállate.	1
45746	== ¿Cómo ... == ... es posible que sea heterosexual?	0
6128	Creo que la solicitud de movimiento debajo de esa sección desvía la atención, solo debe haber una a la vez.	0
66432	Este artículo está totalmente plagiado del Directorio biográfico del Congreso de los Estados Unidos: http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000026 El plagio es un robo intelectual.	0
3494	]] Hay grupos nuevos que debutaron el año pasado y también este año, como Sonamoo, Red-velvet, GOT7, etc. Por ahora, aquí algunos de los nuevos sellos discográficos y también de sus grupos que debutan este año	0
20125	nguyen1310 seguro que tiene fuertes sentimientos por algunas cosas. nguyen1310 será un buen dictador chico-chica algún día.	1
95925	WikiProject Anime y manga | clase = Stub	0
52037	== ¿Casa equivocada? == No creo que la imagen agregada durante WLM sea de la casa correcta. Compare con la imagen en el formulario de nominación de NEHP.	0
14422	: Fue una puñalada inútil que no dijo nada útil. ~~~~	0
83115	, ¿ha buscado alguna información de producción o recepción?	0
18716	Actores Incluso deberíamos hacer la sección de n ctores.	0
77213	"""¿Por qué fueron """"nombrados oficiales del año""""?"""	0
34201	Kosova 2008	0
74563	hola u señor es un caballero y un erudito 159.242.66.76	0
71305	, 30 de abril de 2013 (UTC) Er, oops. Muy irónico, dado que todo este lío fue provocado por un sexismo sin sentido. Mis disculpas. 09:23	0
42895	Virginia Politics ¡Mi error! No quise agregar esa parte.	0
54444	Si no está seguro de cuál es su dirección de correo electrónico, consulte Especial: Preferencias. Saludos, |	0
80172	Se ha evitado soberano / separado .:	0
79197	Dennis, deja de usar la página de discusión para tus diatribas contra Newman.	0
13193	== Junio de 2008 == Detenga la edición disruptiva. Si su vandalismo continúa, no podrá editar Wikipedia.	0
88681	== Nietzsche y los nazis == Este artículo necesita algo sobre cómo Nietzsche inspiró a los nazis.	0
60927	, 3 de junio de 2008 (UTC) Si no encuentro una entrada aceptable para esto, simplemente volveré a crear y editar páginas para CSI: Miami, mi programa de televisión favorito, como lo he estado haciendo. 15:55	0
31385	¿Cuál era el nombre de las madres de James Wolfe?	0
19870	== Rubio == ¿no era originalmente rubio?	0
87903	Asesinatos en Indonesia de 1965-1966	0
5874	: Esa es una imagen de Internet de mierda, y no una fuente real de la propia República. La propia República dijo, como se muestra arriba, que aún no habían elegido una bandera. -	0
43311	"""De ahí el guión """"canadiense-estadounidense""""."""	0
84165	¿Por qué no hay viento? Si la Tierra viaja a 67.000 millas por hora, ¿cómo es que en un día tranquilo no sentimos viento?	0
1273	:: Si lo haces estoy dispuesto a ser masacrado por simpatía)	0
27276	¿Gramática? Stanley? Creo que me tienes confundido con otro editor. - Hablar / Acechar	0
37861	Agregué un porque el club de fútbol Zakynthos FC tiene dos nombres. También se llama APS Zakynthos. En la página de Zakynthos FC en wiki hemos agregado una página no oficial para los fanáticos del club.	0
52791	¡Feliz cumpleaños a ti! ¡Feliz cumpleaños cariño! ¡Ten la creme de la creme de mi colección de dulces! | hablar .	0
56703	Joseph Dutton Hola, hay un artículo sobre Joseph Dutton en el que puedes trabajar. Se propone la canonización de Joseph Dutton. Sería notable. Gracias-	0
21864	== Etimología == ¿Cuál es la etimología de este etnónimo? El chino parece ser 果敢 族, que parece ser solo una conversión fonética a caracteres chinos.	0
5276	Seasons Greetings Jenna, mis mejores deseos para la temporada festiva 50px mantente a salvo y habla contigo en 2009. hablar	0
12817	Lista de premiados de Magsaysay Hola, Aksi. Envié su consulta al tablón de anuncios regional de Filipinas en la charla de Wikipedia: Tambayan Filipinas.	0
44216	nada Moot quiere ser la niña	0
26773	"""Esto no está """"basado en"""" una canción de Cure. A veces, la banda se compara estilísticamente con The Cure, pero ahí es donde terminan las similitudes."""	0
40684	¡Esperar! ¿Por qué eliminas la lista de episodios de la temporada de las páginas de episodios? chat	0
23109	, 7 de marzo de 2011 (UTC) ¿También es usuario: Bmattson? ¿Cuál es la dirección web del foro de discusión? 19:32	0
79449	Encontré una fuente de dominio público (principal) para esta información y he creado un nuevo artículo en: Epirus (mitología) / Temp. Espero que esto sea aceptable.	0
65071	Estar de acuerdo. No se fusionen. (charla • contribuciones • correo electrónico)	0
87282	Creo que he abordado todos los comentarios de corrección de estilo de tu revisor de GA, pero si no lo he hecho, entonces solo dame otro grito. Dejaré mis comentarios sobre las otras cuestiones que plantee para otro momento. ;-)	0
32357	La capital del Reino Unido es Londres, por lo que la capital de Irlanda del Norte, Escocia, Inglaterra y Gales es Londres. ()	0
24993	los números son extravagantes. Estos	0
71950	¿Sabes por qué algunos dicen que Pierce nació en 1951?	0
82380	es la incapacidad de entender	0
61579	no estar incluido en una enciclopedia.	0
21687	Re: Hablar: Niihau	0
26847	Opinión solicitada Ya que sé que edita las áreas en cuestión, me gustaría señalarle un RfC abierto que creo que su opinión sería útil. Gracias (powwow)	0
79613	POR QUÉ LAS VACAS NO DICEN CERRAR EL F #% @ UP !!!!	1
86370	FYI FYI. • Lawrence Cohen	0
67237	"""Los artículos de Wiki no se basan en las """"creencias"""" de las religiones ateas, es decir, """"El problema es que está lleno de basura"""". Proviene de su propia boca."""	0
28654	:: ¡Gracias por recortar la imagen! En cierto modo, encuentro a Kubrick un poco mejor para el collage porque logró convertirse en una figura de culto.	0
88795	"""Eso sería lo mejor, si está disponible. Aún así, las """"traducciones dobles"""" de los nombres (por ejemplo, Shcherbachov-> Serbaciov;) tienden a obstaculizar la coherencia, aunque en este caso particular esto parece poco probable."""	0
29179	Responda antes de realizar más modificaciones. El sitio web todavía muestra el logotipo y la marca antiguos.	0
66985	20:50, 6 de febrero de 2005 (UTC)	0
84705	No Gods, No Masters Gracias por sus contribuciones al artículo No Gods, No Masters. Se agradece su trabajo y apoyo para este artículo que permanece en Wikipedia.	0
75915	Editar recuento Hay una herramienta para hacerlo aquí. El tuyo es 512 en total. )	0
99916	Bloomberg también es un proveedor de noticias comerciales y también es un negocio comercial. Entonces, ¿Bloomberg es una fuente poco confiable?	0
96748	un argumento espurio, [[Wikipedia: Escribiendo mejores artículos | como	0
33223	: Estoy de acuerdo, simplemente parece falso. El número total de idiomas es una estadística común, pero es una tontería.	0
49032	Ah, y otros editores / administradores recuerdan que esta es una dirección IP comunitaria para una escuela.	0
3706	"""Vandalismo Por favor, deje de destrozar """"Natalee_Holloway"""". Esta es tu advertencia oficial. Otro caso de vandalismo resultará en que no pueda editar páginas. Gracias, Wikipedia."""	0
73040	La fuente de la que habla es AINA.org, busque una fuente confiable y vaya desde allí, no use sitios partidistas poco serios como AINA.org o Bethnahrin.de.	0
67109	Para aclarar, no eliminé estas páginas. Yo solo inicié la discusión. No estoy seguro de por qué soy yo el que recibe todas estas críticas. (hablar)	0
75382	""": Además, esa """"atención internacional"""" existe según su fuente, pero ¿existe fuera de los medios de comunicación de habla inglesa? Si no, eso podría atenuarse."""	0
14977	Lo que creo Creo que el artículo está en muy buena forma, no hay razón para volver a cambiarlo como estaba, se ve perfectamente bien. Sugiero que se mantenga como está ahora.	0
80006	== TIPO, ERES UN FAG, NO, NO FUE CONSTRUCTIVO, PERO HONESTAMENTE, CUÁNTA GENTE MIRA ESE ARTÍCULO MENTIRA 1 Y ESTÁN USANDO EL BOTÓN DE ARTÍCULO AL AZAR	0
34278	Al no ver ninguna respuesta a mi comentario anterior, eliminé el texto según Wikipedia: Derechos de autor. · hablar ·	0
154	¿Qué diablos hice? ¿Solo he editado bien mi página?	1
81482	umm, no solo sigues escribiendo mal el contacto, sino que ¿qué tiene eso que ver con el álbum?	0
96924	Subtítulos == ¿Soy solo yo o casi todos los subtítulos del artículo son extremadamente vagos? Se parecen más a los nombres de los capítulos de una novela. 134.88.190.217 ==	0
42465	Las bocas estadounidenses son demasiado más rápidas que el cerebro estadounidense) Ustedes, los estadounidenses, deben aprender a escuchar si realmente quieren salir del lío en el que se encuentran.	1
4601	estar de acuerdo con muchas de las políticas hacia atrás en este sitio o con la insularidad de sus administradores	0
14525	Ahora me están imitando. Si eso no es motivo para ser bloqueado, ¿cuál es? 220.253.222.146	0
20862	== Reclamar entradas anónimas ... == ¿Cómo reclamamos entradas anónimas? La maldita Wikipedia sigue olvidando quién soy, a intervalos aleatorios.	0
58665	Me quedo corregido. Tuve que ver la película una vez más. Eso es lo que obtengo por preguntar a las otras cuatro personas en la oficina conmigo -) 20 de marzo de 2006	0
